Problem Set ID,Problem_text,Related_Concept
lr_guren_ch4_p1,"Show that the inequality Ina'aI~ :SL Ina' holds true if and only if the
n x 1 vector a can be written as a = al n for some number 0 :S a :S lin.
[Hint: Note that Ina'aI~:SL Ina' implies the symmetry of th e n x n matrix
Ina' . Wh at can th en be said about a?]",Linear Algebra
lr_guren_ch4_p2,"Consider th e linear regression model with
(a) Check whether the two estimators
/3 - ( 2Yl ) 1 - 2 -Yl + Y2 - Y3+ 3Y4 ' /3 = (2Y1 + Y2 + Y3 + Y4)
2 Yl + Y2 + Y3 + 2Y4
are linearl y admissible for {3 .
(b) Consider the estimator Ay for {3 , where
A = (a a 00) OOaa '
and a is an arbitrary number with 0 :S a :S 1/2. Check whether Ay is
linearly admissible for {3.","Multiple Linear Regression, Estimation"
lr_guren_ch4_p3,"Show that th e est imator j3(g) is uniformly better than the est imator
13 -(g) from Example 4.2 with respect to p({3 ,/3) = E[(/3 - {3)'(/3 - {3)].","Multiple Linear Regression, Estimation"
lr_guren_ch4_p4,"Consider the est imator Lj3 for some p x p matrix L .
(a) Show that Lj3 is linearly admissible for {3 if and only if X' X L = L'X' X
and in addition all eigenvalues of L lie in [0,1].
4.5 Problems 255
(b) Show that if L13 is linearly admissible for {3 and in addition L = L' holds
true, th en it follows IIL1311 2 :S 111311 2 •","Multiple Linear Regression, Estimation, Linear Algebra"
lr_guren_ch4_p5,"Under the linear regression model with assumptions (i) to (iv) consider
the estimator
13 k,1= (X'X + k Ip + [(X'X + k I p)-1 )X ' y ,
where k,[ 2 0 are non-stochastic, see [14]. Check whether 13k,! is linearl y
admissible for {3.","Multiple Linear Regression, Estimation"
lr_guren_ch4_p6,"Check whether the estimator 0 is linearl y admissible for {3 und er th e
linear regression mod el with assumptions (i) to (iv).","Multiple Linear Regression, Estimation"
lr_guren_ch4_p7,Show th at the Obenchain class £Ob({3) is a convex set.,Linear Algebra
lr_guren_ch4_p8,"Consider th e linear regression model with assumptions (i) to (iv) and
(v). Use Remark 4.1 to demonstrate th at the general ridge estimator 13K =
(X' X + K)-1X'y is admissible for {3 within the set of all estimators (and
with respect to th e unweighted squared error loss) if the condition
p - 2 :S rk(K)
holds true . What can then be said about 13 , 13k and 13( {})?","Ridge Regression, Estimation"
lr_guren_ch4_p9,"Let T be a p x p symmetric nonnegative definite matrix and let S be a
p x p symmet ric positive definite matrix. Moreover, let G =I p - S-1 /2(T +
S-1)-1S-1/ 2.
(a) Show th at the matrix G is symmetric nonn egative definite .
(b) Show th at all eigenvalues of G are strictly smaller than 1.",Linear Algebra
lr_guren_ch4_p10,"Show th at {3o = R'(RR')- 1r satisfies the inequality
lI{30112 :S 1I{311 2 V{3!R,8=r .
[Hint: Consider the set of all possible solutions of R{3 = r with regard to the
specific solut ion {3o .]","Linear Algebra, Estimation"
lr_guren_ch4_p11,"Consider two p x p symmetric nonnegative definite mat rices A and B
sati sfying C(A) C(B) and AB = BA. Let A = U AlU ' and B = U A2U'
spectral decompositions of A and B via the same orthogonal matrix U. (Such
a simultaneous spectral decomp osition does exist in view of th e assumptions.)
Show that C(AI ) C(A2 ) is satisfied.",Linear Algebra
lr_guren_ch4_p12,"Consider t he linear regression model with assumptions (i) to (iv) and
(viii), R{3 = r . Show that a linear estimator 7!J is linearly admissible for {3 if
and only if where S = X'X, and G and g satisfy the conditions G = G' , lJ(G) c [0,1]","Multiple Linear Regression, Estimation, Linear Algebra"
lr_guren_ch4_p13,"Under the linear regression model with assumpt ions (i) to (iv), a linear
estimat or Ay + a is called weakly restricted if it satisfies
E[R(Ay + a )J = r Vf3 E IRP
for some m x p matrix R of full row rank and some m x 1 vector r. Show
that Ay + a is linearl y admissible for f3 under the linear regression model
with assumptions (i) to (iv) and (viii), Rf3 = r , if and only if under th e
unr estricted linear regression model with assumptions (i) to (iv) it is (a)
linearly admissible for f3 and (b) weakly restricted with respect to Rf3 =r .","Multiple Linear Regression, Estimation, Linear Algebra"
lr_guren_ch4_p14,"Check whether f30 = R ' (RR') - Ir is linearly admissible for f3 und er
the linear regression model with assumptions (i) to (iv) and (viii), Rf3 =r .","Multiple Linear Regression, Estimation, Linear Algebra"
lr_guren_ch4_p15,"Under the linear regression model with assumptions (i) to (iv), let M
a p x p symmetric nonn egative definite matrix. Show that for the estimator
f3 = M(M + (X'X)-I)-If3 the difference
a = MSE(f3 ,,8) - MSE(f3,.B)
is nonzero whenever p > 1.","Multiple Linear Regression, Estimation"
lr_guren_ch4_p16,"Under the linear regression model with assumpt ions (i) to (iv), let
f3'f3 :s a2 . Show that the ridge estimator ,8k = (X 'X + kIp)-I X'y is uniformly not worse than ,8 with respect to MSE, and, in addition, linearly
admissible for f3 if and only if the inequalities
2 p<k<--- - - 1 - >'max
are satisfied, where >'max denotes the largest eigenvalue of X'X .","Multiple Linear Regression, Estimation, Linear Algebra"
lr_guren_ch4_p17,"Let T be a p x p symmetric positive definite matrix. Use Theorem 4.23
to show that und er the linear regression model with assumpt ions (i) to (iv),
the inequality
holds t rue if and only if
2-p o:SL --T-1 + (X'X )- I
P
is satisfied. [Hint: ,8PT can be written as ,8PT = M (M + (X 'X )-I)- 1,8 for
M = (1/ p)T- 1 .J","Multiple Linear Regression, Estimation"
lr_guren_ch5_p1,"Under the linear regression model with assumptions (i) to (iv) and (v),
consider the maximum likelihood est imator
&ltL = .!. y'My , M = I n - X (X'X )-lX' , n
for a2 .
(a) Determine th e unweighted squared erro r risk p(a2 , &ltd = E[(&ltL_a2 ) 2 ]
of the maximum likelihood estimator for a2 .
(b) Show that for p =J 2 th e maximum likelihood esti mator &ltL is inadmissible by verifying that
( 2 ( 2 ) P a , a T < p a , aML
for every ({3 , a2 ) E lR.P x (0, 00).","Linear Algebra, Estimation"
lr_guren_ch5_p2,"Show that und er the linear regression model with assumptions (i) to (iv)
and (v) the unweighted squa red erro r risk of th e sample variance &~ is given
by
2a2
p(a 2
, &~) = n _ 1(a2 + 2b) + b
2 ,
where b = (&~ _a2 = n ~ {3 X'CX{3 is th e bias &~ and C = I n- ~I nI~
is the centering matrix.",Estimation
lr_guren_ch5_p3,"Let V be an n x n symmetric positive definite matrix, and let F be a
nonsingular n x n matrix with F'F = V-I . Show that FVF' =In .",Linear Algebra
lr_guren_ch5_p4,"Consider the linear regression model with assumptions (i) to (iii) and
(iv«).
(a) Show that the inequality
X(X'V- 1X)-1 X' :::;L V
holds true. [Hint: Apply Theorem A.65.]
(b) Use the inequality from (a) to demonstrate that
Cov(,8.) :::;L Cov(,8)
holds true, where ,8. and ,8 are generalized and ordinary least squares
estimator for {3, respectively.","Multiple Linear Regression, Estimation, Linear Algebra"
lr_guren_ch5_p5,"Consider the linear regression model with assumptions (i) to (iii) and
(iv»).
(a) Show that a; can be written as
(b) Show that E(O';) = 0'2 for every ({3,O' 2 ) E IRP x (0,00).","Multiple Linear Regression, Estimation, Linear Algebra"
lr_guren_ch5_p6,"For the seemingly unrelated regression model consider the estimators
O'st = (l/n)z~zt with Zs = Ys -Xs(X:Xs)-IXsYs for s,t E {1,2}. Show
that 10'121 :::; VO'llO'22 .","Multiple Linear Regression, Estimation"
lr_guren_ch5_p7,"(a) Consider the ratio
x'.!.1 I' x r(x):= n n n
x'x
and use Theorem A.48 to show that r(x) takes its values in the closed
interval [0,1] as x varies over IRn \ {O}.
(b) Consider the symmetric matrix V = (1- {!)I n + {!InI~ (occurring in the
case of equicorrelation) and show that x'V x > 0 for every x E IRn \ {O}
if and only if -l/(n - 1) < {! < 1.",Linear Algebra
lr_guren_ch5_p8,"Let X be an n x p matrix of full column rank.
(a) Use Theorem A.23 to show that
(In+XX')-1 =In-X(Ip+X'X)-IX' .
5.6 Problems 291
(b) Show that
(c) Show that
X '(In +XX')-1 = (I p + X 'X)-1 X ' .
(d) Show that the ordinary least squares estimat or 73 = (X lX)- 1X'y can
be written as","Linear Algebra, Estimation"
lr_guren_ch5_p9,"Let V be an n x n symmet ric nonnegative definite ma trix, and let X
be an n x p matrix with n > p. Show th at the condition C(VX) C(X) is
equivalent to PV = V P , where P = X X+ is the orthogonal pro jector onto
C(X).",Linear Algebra
lr_guren_ch5_p10,"Consider the linear regression model with assump tions (i) to (iii) and
(iv*) with
V =k2
I n + V 1 + V 2 ,
where k E JR, V 1 is symmetric nonnegative definite with C(V1) C(X),
and V 2 is symmet ric nonnegative definite with C(V2) C(X)l-.
(a) Expl ain why V = (1 - g)I n + ln 1~ is a special case of the above matrix
V .
(b) Show that ordinary and generalized least squares estimator coincide.","Linear Algebra, Estimation"
lr_guren_ch6_p1,"Consider the compa rison of two linear regression models with different
independent variables bu t the same observat ion y. Show that each of inequalities Cp(l) :S Cp (2) (for a fixed 0'), AICp (l ) :S AICp (2), 0'2(1) :S 0'2(2),
- 2 - 2 R (2) :S R (1), and :S ~ (l is equivalent to RSSp (l ) :S RSSp (2).","Multiple Linear Regression, Diagnostic, Remedy"
lr_guren_ch6_p2,"Consider the linear regression model y = X {3+ €: with assumpt ions (i)
to (iv) , and let the n x 1 vector of ones I n belong to the column space of X .
Let
R = 2: (Yi - y)(Yi - y)
( n _2 n A 2) 1/2 2:i=1(Yi - y) 2:i=1 (Yi - y)
be the samp le multiple correlation coefficie nt between Y and the prediction
y.
(a) Show that ~1I = ~y for 11 = Py, P = X (X' X )-1 X' .
(b) Show that R can be written as
R= y'(P - P dy
1/2 ' [y'(In - P 1 )yy'(P - P 1)y]
where P I = /n) ln l~.
(c) Conclude that the centered coefficient of determination is t he square
of R.","Multiple Linear Regression, Diagnostic, Remedy"
lr_guren_ch6_p3,"Consider an n x p matrix X of full column rank such C(l n) C(X).
Show that (l /n) :S Pii for i = 1, . .. , n , where Pii is the i-th main diagonal
element of P = X (X'X )- l X'.",Linear Algebra
lr_guren_ch6_p4,"Consider the linear regression model
(~~) = (~ nI d) (~) + (:~)
with assumptions (i) to (iv), where X l in an n l x P matrix of full column
rank (nl > p).
(a) Show that
328 6 Regression Diagnostics
holds true.
(b) Show that the ordinary least squares estimator for th e vector (f3' ,,')' is
given as
= (X~XI)-I~~YI) . , Y 2 - X 2f3
(c) Show that the residual sum of squares obtained in th e above model is
identical to
(YI -X1!3)'(YI-X1!3) ,
being the residual sum of squares obtained under the model YI = X 1f3 +
el ·","Multiple Linear Regression, Diagnostic, Estimation"
lr_guren_ch6_p5,"Consider the mean-shift outlier model
Y = Xf3 +en+ e
with assumptions (i) to (iv), where X in an n x p matrix of full column rank.
(a) Show that the residual sum of squares obtained under th e mean shift
outlier model is identical to
Y(i)(In - 1 - X (i)(X(i)X(i»)-1 ~)Y ( i ) ,
being the residual sum of squares obtained under th e model Y(i) = X (i)f3 + e(il> where (Y(i),X(i») is obtained from (y ,X) by deleting th e
i-th row.
(b) The orthogonal projector onto the column space of (X ,e.) can be written
as
P + _1_ (In - P)e ie~(In - P) , 1- pu
where P = X(X'X)-IX', see e.g. Property 2.4 in [20]. Show that th e
residual sum of squares obtained under the mean shift outlier model can
be written as
Y I '( P) ei n - y---.
1- Pii
(c) Conclude from (a) and (b) that
2 - P - Ti
a(i ) =a , n-p-1
where Ti denotes the i-th standardized residual.
(d) Show that th e i-th studentized residual can be written as","Multiple Linear Regression, Diagnostic, Remedy"
lr_guren_ch6_p6,"Consider the data given in Table 6.8, providing measurements of the
girth, height and volume of timber in 31 felled black cherry trees, see [93).
(Th is data set is available in R via data(trees) .)
(a) Consider a linear regression model with 'Volume' as dependent variable
and 'Girth' and 'Height' as independent variables. A pairwise plot of the
three variables may indicate that the postulated relationship is not linear.
Compute the p-values for RESET (with squares and cubes of fitted values
as z variables) and the rainbow test and conclude that the hypothesis of
linearity is only weakly supported.
(b) Consider a regression model
In(Volume)i = /31 In(Girth)i + /32In(Height)i + Ci
and compute again p-values for RESET and the rainbow test. Conclude
that the p-values do not act against the hypothesis of linearity.
(c) Compute the adjusted coefficient of determination for the model considered in (b) and conclude that the linear fit is quite high.
(d) Check whether stepwise regression will suggest an alternative model to
(b) with less independent variables, and conclude that t his is not the case.
(e) Check whether there are important outliers or high-leverage points in the
model (b), and conclude that this is not t he case.
(f) Compute t he matrix II of variance-decomposition proportions in the
model (b) and conclude that there is one harmful near linear dependency
in the model, involving the intercept variable and In(Height ).","Multiple Linear Regression, Diagnostic, Hypothesis Testing"
lr_final_2016_ p1,"Consider a joint distribution in which E[log2 Y |X = x] = β0 +β1 log2 x. Under this model, doubling the value of x produces a 4β1 multiplicative effect on the expected value of Y given X = x. True False",probability distribution
lr_final_2016_ p2,"If we take the residuals from the regression of y on x1, and plot them versus the residuals from regressing x2 on x1, the slope for the least squares regression line on this plot will be exactly equal to b2, the estimated coefficient of x2 in the multiple regression of y on x1 and x2. True False","Multiple Linear Regression, residual plots"
lr_final_2016_ p3,"If we take the residuals from the regression of y on x1, and plot them versus the residuals from regressing x2 on x1, the intercept for the least squares regression line on this plot will be exactly equal to zero. True False","Multiple Linear Regression, residual plots"
lr_final_2016_ p4,"The coefficient of multiple determination, denoted R2, gives the proportionate reduction to the total variation in the response variable Y that is achieved by accounting for the linear association between Y and the predictor variables in a regression. True False
","Multiple Linear Regression, r square"
lr_final_2016_ p5,"Let maxj r2j and minj r2j denote the maximum and minimum values of the squared correlation coefficients between the response variable Y and the predictor variables X1, . . . , Xp−1; then the coefficient of multiple determination R2 satisfies minj r2 j ≤ R2 ≤ maxj r2. True False","Multiple Linear Regression, r square"
lr_final_2016_ p6,"In a multiple linear regression with p − 1 predictor variables and an intercept term, and assuming a constant variance, an unbiased estimator of that variance is the mean squared error, MSE = 1 n−pPni=1(yi − yˆi)2. True False","Multiple Linear Regression, estimator"
lr_final_2016_ p7,"Changing the order in which terms are entered into a multiple linear regression model will change the decomposition of the regression sum of squares, but not their sum. With two predictors, for example, although in general SSR(X1) 6= SSR(X1|X2), and SSR(X2|X1) 6= SSR(X2), it will still be the case that SSR(X1) + SSR(X2|X1) = SSR(X2) + SSR(X1|X2) = SSR(X1, X2) . True False","Multiple Linear Regression, residual"
lr_final_2016_ p8,"Suppose we regress Y on X1, save the residuals as e(Y |X1); and likewise regress X2 on X1, save those residuals as e(X2|X1). Then the squared correlation between these two sets of residuals will equal R2Y 2|1 =SSR(X2|X1)SSE(X1), the coefficient of partial determination for X2, accounting for X1. True False","Multiple Linear Regression, residual"
lr_final_2016_ p9,"The coefficient of partial determination R2Y 2|1 will not in general be equal to the corresponding simple coefficient of determination R2Y 2, but the decomposition of the coefficient of multiple determination holds that R2 Y 1 + R2Y 2|1 = R2Y 2 + R2Y 1|2. True False","Multiple Linear Regression, r square"
lr_final_2016_ p10,"Adding a quadratic term to a simple linear regression model may be appropriate when the optimal response value is attained at an intermediate value of the predictor, that is, when the dose-response relationship is not monotone. The additional term in the mean function may have the effect of reducing R2 , but that sacrifice is justified by the improved realism of the model. True False","Simple Linear Regression, r square"
lr_final_2016_ p11,"Consider a regression problem with two quantitative predictors. The mean function for the general second-order model (quadratic in both terms, plus interaction modeled as the product x1x2) will have five parameters. True False
","higher order regression models, parameter"
lr_final_2016_ p12,"Consider a regression problem with two predictor variables, both categorical: one has four levels, and the other has five levels. The mean function for the main effects model (no interaction) will have eight parameters. True False","higher order regression models, parameter"
